,County,WRIA Number,Site,Lab Sample Number,Collect Date,Parameter,Dominance,loc_idx,geometry
11309,King,9.0,Wilderness,L50609-1,04/11/2010,Schroederia sp.,Present,204,POINT (-122.038853 47.376946)
11310,King,9.0,Wilderness,L50609-1,04/11/2010,Sphaerocystis sp.,Present,204,POINT (-122.038853 47.376946)
11311,King,9.0,Wilderness,L50609-1,04/11/2010,Synedra sp.,Present,204,POINT (-122.038853 47.376946)
11312,King,9.0,Wilderness,L50609-1,04/11/2010,Woronichinia sp.,Present,204,POINT (-122.038853 47.376946)
11313,King,9.0,Wilderness,L48458-1,06/29/2009,Anabaena: trichome irregularly twisted,Dominant,204,POINT (-122.038853 47.376946)
11314,King,9.0,Wilderness,L48458-1,06/29/2009,Microcystis sp.,Subdominant,204,POINT (-122.038853 47.376946)
11315,King,9.0,Wilderness,L48458-1,06/29/2009,Woronichinia sp.,Present,204,POINT (-122.038853 47.376946)
11316,Kitsap,15.0,Kitsap,L63748-4,09/09/2015,Anabaena: trichome irregularly twisted,Present,67,POINT (-122.705777 47.602471)
11317,Kitsap,15.0,Kitsap,L63748-4,09/09/2015,Anabaena: trichome regularly coiled,Dominant,67,POINT (-122.705777 47.602471)
11318,Kitsap,15.0,Kitsap,L63748-4,09/09/2015,Aphanizomenon sp.,Present,67,POINT (-122.705777 47.602471)
11319,Kitsap,15.0,Kitsap,L63748-4,09/09/2015,Lyngbya sp.,Present,67,POINT (-122.705777 47.602471)
11320,Kitsap,15.0,Kitsap,L63748-4,09/09/2015,Microcystis sp.,Present,67,POINT (-122.705777 47.602471)
11321,Kitsap,15.0,Kitsap,L63748-4,09/09/2015,Woronichinia sp.,Subdominant,67,POINT (-122.705777 47.602471)
11322,Kitsap,15.0,Kitsap,L56787-2,10/17/2012,Aphanizomenon sp.,Dominant,67,POINT (-122.705777 47.602471)
11323,Kitsap,15.0,Kitsap,L56787-2,10/17/2012,Asterionella,Present,67,POINT (-122.705777 47.602471)
11324,Kitsap,15.0,Kitsap,L56787-2,10/17/2012,Botryococcus sp.,Present,67,POINT (-122.705777 47.602471)
11325,Kitsap,15.0,Kitsap,L56787-2,10/17/2012,Cryptomonas sp.,Present,67,POINT (-122.705777 47.602471)
11326,Kitsap,15.0,Kitsap,L56787-2,10/17/2012,Fragilaria sp.,Present,67,POINT (-122.705777 47.602471)
11327,Kitsap,15.0,Kitsap,L56787-2,10/17/2012,Mallomonas sp.,Present,67,POINT (-122.705777 47.602471)
11328,Kitsap,15.0,Kitsap,L56787-2,10/17/2012,Microcystis sp.,Subdominant,67,POINT (-122.705777 47.602471)
11329,Kitsap,15.0,Kitsap,L56787-2,10/17/2012,Tabellaria sp.,Present,67,POINT (-122.705777 47.602471)
11330,Kitsap,15.0,Kitsap,L56787-2,10/17/2012,Trachelomonas sp.,Present,67,POINT (-122.705777 47.602471)
11331,Kitsap,15.0,Kitsap,L56787-2,10/17/2012,Unicellular Green 4-7 microns,Present,67,POINT (-122.705777 47.602471)
11332,Kitsap,15.0,Kitsap,L49594-1,11/04/2009,Aulacoseira sp.,Present,67,POINT (-122.705777 47.602471)
11333,Kitsap,15.0,Kitsap,L49594-1,11/04/2009,Botryococcus sp.,Present,67,POINT (-122.705777 47.602471)
11334,Kitsap,15.0,Kitsap,L49594-1,11/04/2009,Fragilaria sp.,Present,67,POINT (-122.705777 47.602471)
11335,Kitsap,15.0,Kitsap,L49594-1,11/04/2009,Microcystis sp.,Subdominant,67,POINT (-122.705777 47.602471)
11336,Kitsap,15.0,Kitsap,L49594-1,11/04/2009,Woronichinia sp.,Dominant,67,POINT (-122.705777 47.602471)
11337,Kitsap,15.0,Kitsap,L49391-1,10/13/2009,Anabaena: trichome irregularly twisted,Subdominant,67,POINT (-122.705777 47.602471)
11338,Kitsap,15.0,Kitsap,L49391-1,10/13/2009,Anabaena: trichome regularly coiled,Present,67,POINT (-122.705777 47.602471)
11339,Kitsap,15.0,Kitsap,L49391-1,10/13/2009,Aphanizomenon sp.,Dominant,67,POINT (-122.705777 47.602471)
11340,Kitsap,15.0,Kitsap,L49391-1,10/13/2009,Botryococcus sp.,Present,67,POINT (-122.705777 47.602471)
11341,Kitsap,15.0,Kitsap,L49391-1,10/13/2009,Cryptomonas sp.,Present,67,POINT (-122.705777 47.602471)
11342,Kitsap,15.0,Kitsap,L49391-1,10/13/2009,Fragilaria sp.,Present,67,POINT (-122.705777 47.602471)
11343,Kitsap,15.0,Kitsap,L49391-1,10/13/2009,Microcystis sp.,Present,67,POINT (-122.705777 47.602471)
11344,Kitsap,15.0,Kitsap,L49391-1,10/13/2009,Synedra sp.,Present,67,POINT (-122.705777 47.602471)
11345,Kitsap,15.0,Kitsap,L49391-1,10/13/2009,Undetermined Filament,Present,67,POINT (-122.705777 47.602471)
11346,Kitsap,15.0,Kitsap,L49391-1,10/13/2009,Woronichinia sp.,Present,67,POINT (-122.705777 47.602471)
11347,Kitsap,15.0,Kitsap,L46807-1,10/16/2008,Anabaena: trichome irregularly twisted,Dominant,67,POINT (-122.705777 47.602471)
11348,Kitsap,15.0,Kitsap,L46807-1,10/16/2008,Anabaena: trichome regularly coiled,Present,67,POINT (-122.705777 47.602471)
11349,Kitsap,15.0,Kitsap,L46807-1,10/16/2008,Aphanizomenon sp.,Subdominant,67,POINT (-122.705777 47.602471)
11350,Kitsap,15.0,Kitsap,L46807-1,10/16/2008,Aulacoseira sp.,Present,67,POINT (-122.705777 47.602471)
11351,Kitsap,15.0,Kitsap,L46807-1,10/16/2008,Closterium sp.,Present,67,POINT (-122.705777 47.602471)
11352,Kitsap,15.0,Kitsap,L46807-1,10/16/2008,Cryptomonas sp.,Present,67,POINT (-122.705777 47.602471)
11353,Kitsap,15.0,Kitsap,L46807-1,10/16/2008,Cyclotella sp.,Present,67,POINT (-122.705777 47.602471)
11354,Kitsap,15.0,Kitsap,L46807-1,10/16/2008,Fragilaria sp.,Present,67,POINT (-122.705777 47.602471)
11355,Kitsap,15.0,Kitsap,L46807-1,10/16/2008,Microcystis sp.,Present,67,POINT (-122.705777 47.602471)
11356,Kitsap,15.0,Kitsap,L46807-1,10/16/2008,Pandorina sp.,Present,67,POINT (-122.705777 47.602471)
11357,Kitsap,15.0,Kitsap,L46807-1,10/16/2008,Pinnularia sp.,Present,67,POINT (-122.705777 47.602471)
11358,Kitsap,15.0,Kitsap,L46807-1,10/16/2008,Synedra sp.,Present,67,POINT (-122.705777 47.602471)
11359,Kitsap,15.0,Kitsap,L46807-1,10/16/2008,Unidentified Diatom,Present,67,POINT (-122.705777 47.602471)
11360,Kitsap,15.0,Kitsap,L46747-1,10/09/2008,Anabaena: trichome irregularly twisted,Subdominant,67,POINT (-122.705777 47.602471)
11361,Kitsap,15.0,Kitsap,L46747-1,10/09/2008,Anabaena: trichome regularly coiled,Present,67,POINT (-122.705777 47.602471)
11362,Kitsap,15.0,Kitsap,L46747-1,10/09/2008,Aphanizomenon sp.,Dominant,67,POINT (-122.705777 47.602471)
11363,Kitsap,15.0,Kitsap,L46747-1,10/09/2008,Botryococcus sp.,Present,67,POINT (-122.705777 47.602471)
11364,Kitsap,15.0,Kitsap,L46747-1,10/09/2008,Gloeotrichia sp.,Present,67,POINT (-122.705777 47.602471)
11365,Kitsap,15.0,Kitsap,L46747-1,10/09/2008,Oedogonium sp.,Present,67,POINT (-122.705777 47.602471)
11366,Kitsap,15.0,Kitsap,L46747-1,10/09/2008,Scenedesmus sp.,Present,67,POINT (-122.705777 47.602471)
11367,Kitsap,15.0,Kitsap,L46747-1,10/09/2008,Synedra sp.,Present,67,POINT (-122.705777 47.602471)
11368,Kitsap,15.0,Kitsap,L46691-1,10/02/2008,Anabaena: trichome irregularly twisted,Present,67,POINT (-122.705777 47.602471)
11369,Kitsap,15.0,Kitsap,L46691-1,10/02/2008,Anabaena: trichome regularly coiled,Present,67,POINT (-122.705777 47.602471)
11370,Kitsap,15.0,Kitsap,L46691-1,10/02/2008,Aphanizomenon sp.,Dominant,67,POINT (-122.705777 47.602471)
11371,Kitsap,15.0,Kitsap,L46691-1,10/02/2008,Botryococcus sp.,Present,67,POINT (-122.705777 47.602471)
11372,Kitsap,15.0,Kitsap,L46691-1,10/02/2008,Closterium sp.,Present,67,POINT (-122.705777 47.602471)
11373,Kitsap,15.0,Kitsap,L46691-1,10/02/2008,Cryptomonas sp.,Present,67,POINT (-122.705777 47.602471)
11374,Kitsap,15.0,Kitsap,L46691-1,10/02/2008,Cymbella sp.,Present,67,POINT (-122.705777 47.602471)
11375,Kitsap,15.0,Kitsap,L46691-1,10/02/2008,Elakatothrix sp.,Present,67,POINT (-122.705777 47.602471)
11376,Kitsap,15.0,Kitsap,L46691-1,10/02/2008,Pinnularia sp.,Present,67,POINT (-122.705777 47.602471)
11377,Kitsap,15.0,Kitsap,L46691-1,10/02/2008,Synedra sp.,Subdominant,67,POINT (-122.705777 47.602471)
11378,Kitsap,15.0,Kitsap,L46691-1,10/02/2008,Trachelomonas sp.,Present,67,POINT (-122.705777 47.602471)
11379,Kitsap,15.0,Kitsap,L46691-1,10/02/2008,Undetermined Filament,Present,67,POINT (-122.705777 47.602471)
11380,Kitsap,15.0,Kitsap,L46691-1,10/02/2008,Unidentified Diatom,Present,67,POINT (-122.705777 47.602471)
11381,Kitsap,15.0,Kitsap,L46479-1,09/03/2008,Anabaena: trichome irregularly twisted,Subdominant,67,POINT (-122.705777 47.602471)
11382,Kitsap,15.0,Kitsap,L46479-1,09/03/2008,Anabaena: trichome regularly coiled,Present,67,POINT (-122.705777 47.602471)
11383,Kitsap,15.0,Kitsap,L46479-1,09/03/2008,Anabaena: trichome straight,Present,67,POINT (-122.705777 47.602471)
11384,Kitsap,15.0,Kitsap,L46479-1,09/03/2008,Aulacoseira sp.,Present,67,POINT (-122.705777 47.602471)
11385,Kitsap,15.0,Kitsap,L46479-1,09/03/2008,Gloeotrichia sp.,Dominant,67,POINT (-122.705777 47.602471)
11386,Kitsap,15.0,Kitsap,L46479-1,09/03/2008,Pediastrum sp.,Present,67,POINT (-122.705777 47.602471)
11387,Kitsap,15.0,Kitsap,L46479-1,09/03/2008,Scenedesmus sp.,Present,67,POINT (-122.705777 47.602471)
11388,Kitsap,15.0,Kitsap,L46479-1,09/03/2008,Schroederia sp.,Present,67,POINT (-122.705777 47.602471)
11389,Kitsap,15.0,Kitsap,L46479-1,09/03/2008,Synedra sp.,Present,67,POINT (-122.705777 47.602471)
11390,Kitsap,15.0,Kitsap,L46479-1,09/03/2008,Trachelomonas sp.,Present,67,POINT (-122.705777 47.602471)
11391,Kitsap,15.0,Kitsap,L46479-1,09/03/2008,Unidentified Diatom,Present,67,POINT (-122.705777 47.602471)
11392,Kitsap,15.0,Kitsap,L46315-1,08/13/2008,Anabaena: trichome irregularly twisted,Subdominant,67,POINT (-122.705777 47.602471)
11393,Kitsap,15.0,Kitsap,L46315-1,08/13/2008,Anabaena: trichome straight,Present,67,POINT (-122.705777 47.602471)
11394,Kitsap,15.0,Kitsap,L46315-1,08/13/2008,Anacystis sp.,Present,67,POINT (-122.705777 47.602471)
11395,Kitsap,15.0,Kitsap,L46315-1,08/13/2008,Aphanizomenon sp.,Present,67,POINT (-122.705777 47.602471)
11396,Kitsap,15.0,Kitsap,L46315-1,08/13/2008,Botryococcus sp.,Present,67,POINT (-122.705777 47.602471)
11397,Kitsap,15.0,Kitsap,L46315-1,08/13/2008,Cocconeis sp.,Present,67,POINT (-122.705777 47.602471)
11398,Kitsap,15.0,Kitsap,L46315-1,08/13/2008,Cryptomonas sp.,Present,67,POINT (-122.705777 47.602471)
11399,Kitsap,15.0,Kitsap,L46315-1,08/13/2008,Fragilaria sp.,Present,67,POINT (-122.705777 47.602471)
11400,Kitsap,15.0,Kitsap,L46315-1,08/13/2008,Gloeotrichia sp.,Dominant,67,POINT (-122.705777 47.602471)
11401,Kitsap,15.0,Kitsap,L46315-1,08/13/2008,Lyngbya sp.,Present,67,POINT (-122.705777 47.602471)
11402,Kitsap,15.0,Kitsap,L46315-1,08/13/2008,Microcystis sp.,Present,67,POINT (-122.705777 47.602471)
11403,Kitsap,15.0,Kitsap,L46315-1,08/13/2008,Oscillatoria sp.,Present,67,POINT (-122.705777 47.602471)
11404,Kitsap,15.0,Kitsap,L46315-1,08/13/2008,Pandorina sp.,Present,67,POINT (-122.705777 47.602471)
11405,Kitsap,15.0,Kitsap,L46315-1,08/13/2008,Stephanodiscus sp.,Present,67,POINT (-122.705777 47.602471)
11406,Kitsap,15.0,Kitsap,L46315-1,08/13/2008,Synedra sp.,Present,67,POINT (-122.705777 47.602471)
11407,Kitsap,15.0,Kitsap,L46315-1,08/13/2008,Unidentified Diatom,Present,67,POINT (-122.705777 47.602471)
11408,Kitsap,15.0,Kitsap,L46315-1,08/13/2008,Woronichinia sp.,Present,67,POINT (-122.705777 47.602471)
11409,Kitsap,15.0,Kitsap,L46315-1,08/13/2008,Xanthidium sp.,Present,67,POINT (-122.705777 47.602471)
11410,Kitsap,15.0,Kitsap,L46268-1,08/06/2008,Actinastrum sp.,Present,67,POINT (-122.705777 47.602471)
11411,Kitsap,15.0,Kitsap,L46268-1,08/06/2008,Anabaena: trichome irregularly twisted,Present,67,POINT (-122.705777 47.602471)
11412,Kitsap,15.0,Kitsap,L46268-1,08/06/2008,Anabaena: trichome regularly coiled,Present,67,POINT (-122.705777 47.602471)
11413,Kitsap,15.0,Kitsap,L46268-1,08/06/2008,Aphanizomenon sp.,Subdominant,67,POINT (-122.705777 47.602471)
11414,Kitsap,15.0,Kitsap,L46268-1,08/06/2008,Aulacoseira sp.,Present,67,POINT (-122.705777 47.602471)
11415,Kitsap,15.0,Kitsap,L46268-1,08/06/2008,Botryococcus sp.,Present,67,POINT (-122.705777 47.602471)
11416,Kitsap,15.0,Kitsap,L46268-1,08/06/2008,Chlamydomonas sp.,Present,67,POINT (-122.705777 47.602471)
11417,Kitsap,15.0,Kitsap,L46268-1,08/06/2008,Cyclotella sp.,Present,67,POINT (-122.705777 47.602471)
11418,Kitsap,15.0,Kitsap,L46268-1,08/06/2008,Cymbella sp.,Present,67,POINT (-122.705777 47.602471)
11419,Kitsap,15.0,Kitsap,L46268-1,08/06/2008,Elakatothrix sp.,Present,67,POINT (-122.705777 47.602471)
11420,Kitsap,15.0,Kitsap,L46268-1,08/06/2008,Euglena sp.,Present,67,POINT (-122.705777 47.602471)
11421,Kitsap,15.0,Kitsap,L46268-1,08/06/2008,Gloeotrichia sp.,Dominant,67,POINT (-122.705777 47.602471)
11422,Kitsap,15.0,Kitsap,L46268-1,08/06/2008,Navicula sp.,Present,67,POINT (-122.705777 47.602471)
11423,Kitsap,15.0,Kitsap,L46268-1,08/06/2008,Pediastrum sp.,Present,67,POINT (-122.705777 47.602471)
11424,Kitsap,15.0,Kitsap,L46268-1,08/06/2008,Scenedesmus sp.,Present,67,POINT (-122.705777 47.602471)
11425,Kitsap,15.0,Kitsap,L46268-1,08/06/2008,Schroederia sp.,Present,67,POINT (-122.705777 47.602471)
11426,Kitsap,15.0,Kitsap,L46268-1,08/06/2008,Staurastrum sp.,Present,67,POINT (-122.705777 47.602471)
11427,Kitsap,15.0,Kitsap,L46268-1,08/06/2008,Synedra sp.,Present,67,POINT (-122.705777 47.602471)
11428,Kitsap,15.0,Kitsap,L46268-1,08/06/2008,Unidentified Diatom,Present,67,POINT (-122.705777 47.602471)
11429,Kitsap,15.0,Kitsap,L46268-1,08/06/2008,Woronichinia sp.,Present,67,POINT (-122.705777 47.602471)
11430,Kitsap,15.0,Kitsap,L46232-1,07/30/2008,Anabaena: trichome regularly coiled,Present,67,POINT (-122.705777 47.602471)
11431,Kitsap,15.0,Kitsap,L46232-1,07/30/2008,Aphanizomenon sp.,Subdominant,67,POINT (-122.705777 47.602471)
11432,Kitsap,15.0,Kitsap,L46232-1,07/30/2008,Aulacoseira sp.,Present,67,POINT (-122.705777 47.602471)
11433,Kitsap,15.0,Kitsap,L46232-1,07/30/2008,Botryococcus sp.,Dominant,67,POINT (-122.705777 47.602471)
11434,Kitsap,15.0,Kitsap,L46232-1,07/30/2008,Cocconeis sp.,Present,67,POINT (-122.705777 47.602471)
11435,Kitsap,15.0,Kitsap,L46232-1,07/30/2008,Gloeotrichia sp.,Present,67,POINT (-122.705777 47.602471)
11436,Kitsap,15.0,Kitsap,L46232-1,07/30/2008,Gomphonema sp.,Present,67,POINT (-122.705777 47.602471)
11437,Kitsap,15.0,Kitsap,L46232-1,07/30/2008,Spirogyra sp.,Present,67,POINT (-122.705777 47.602471)
11438,Kitsap,15.0,Kitsap,L46232-1,07/30/2008,Synedra sp.,Present,67,POINT (-122.705777 47.602471)
11439,Kitsap,15.0,Kitsap,L46232-1,07/30/2008,Woronichinia sp.,Present,67,POINT (-122.705777 47.602471)
11440,Kitsap,15.0,Kitsap,L46057-1,07/09/2008,Anabaena: trichome irregularly twisted,Dominant,67,POINT (-122.705777 47.602471)
11441,Kitsap,15.0,Kitsap,L46057-1,07/09/2008,Anabaena: trichome regularly coiled,Present,67,POINT (-122.705777 47.602471)
11442,Kitsap,15.0,Kitsap,L46057-1,07/09/2008,Anabaena: trichome straight,Present,67,POINT (-122.705777 47.602471)
11443,Kitsap,15.0,Kitsap,L46057-1,07/09/2008,Anacystis sp.,Present,67,POINT (-122.705777 47.602471)
11444,Kitsap,15.0,Kitsap,L46057-1,07/09/2008,Ankistrodesmus sp.,Present,67,POINT (-122.705777 47.602471)
11445,Kitsap,15.0,Kitsap,L46057-1,07/09/2008,Aphanizomenon sp.,Present,67,POINT (-122.705777 47.602471)
11446,Kitsap,15.0,Kitsap,L46057-1,07/09/2008,Asterionella,Present,67,POINT (-122.705777 47.602471)
11447,Kitsap,15.0,Kitsap,L46057-1,07/09/2008,Aulacoseira sp.,Present,67,POINT (-122.705777 47.602471)
11448,Kitsap,15.0,Kitsap,L46057-1,07/09/2008,Botryococcus sp.,Present,67,POINT (-122.705777 47.602471)
11449,Kitsap,15.0,Kitsap,L46057-1,07/09/2008,Dinobryon sp.,Present,67,POINT (-122.705777 47.602471)
11450,Kitsap,15.0,Kitsap,L46057-1,07/09/2008,Elakatothrix sp.,Present,67,POINT (-122.705777 47.602471)
11451,Kitsap,15.0,Kitsap,L46057-1,07/09/2008,Gloeotrichia sp.,Subdominant,67,POINT (-122.705777 47.602471)
11452,Kitsap,15.0,Kitsap,L46057-1,07/09/2008,Navicula sp.,Present,67,POINT (-122.705777 47.602471)
11453,Kitsap,15.0,Kitsap,L46057-1,07/09/2008,Oocystis sp.,Present,67,POINT (-122.705777 47.602471)
11454,Kitsap,15.0,Kitsap,L46057-1,07/09/2008,Scenedesmus sp.,Present,67,POINT (-122.705777 47.602471)
11455,Kitsap,15.0,Kitsap,L46057-1,07/09/2008,Sphaerocystis sp.,Present,67,POINT (-122.705777 47.602471)
11456,Kitsap,15.0,Kitsap,L46057-1,07/09/2008,Staurastrum sp.,Present,67,POINT (-122.705777 47.602471)
11457,Kitsap,15.0,Kitsap,L46057-1,07/09/2008,Stephanodiscus sp.,Present,67,POINT (-122.705777 47.602471)
11458,Kitsap,15.0,Kitsap,L46057-1,07/09/2008,Synedra sp.,Present,67,POINT (-122.705777 47.602471)
11459,Kitsap,15.0,Kitsap,L46057-1,07/09/2008,Unidentified Diatom,Present,67,POINT (-122.705777 47.602471)
11460,Kitsap,15.0,Kitsap,L46057-1,07/09/2008,Woronichinia sp.,Present,67,POINT (-122.705777 47.602471)
11461,Kitsap,15.0,Kitsap,L46027-1,07/02/2008,Anabaena: trichome irregularly twisted,Present,67,POINT (-122.705777 47.602471)
11462,Kitsap,15.0,Kitsap,L46027-1,07/02/2008,Asterionella,Present,67,POINT (-122.705777 47.602471)
11463,Kitsap,15.0,Kitsap,L46027-1,07/02/2008,Botryococcus sp.,Subdominant,67,POINT (-122.705777 47.602471)
11464,Kitsap,15.0,Kitsap,L46027-1,07/02/2008,Cryptomonas sp.,Present,67,POINT (-122.705777 47.602471)
11465,Kitsap,15.0,Kitsap,L46027-1,07/02/2008,Dinobryon sp.,Present,67,POINT (-122.705777 47.602471)
11466,Kitsap,15.0,Kitsap,L46027-1,07/02/2008,Fragilaria sp.,Present,67,POINT (-122.705777 47.602471)
11467,Kitsap,15.0,Kitsap,L46027-1,07/02/2008,Gloeotrichia sp.,Dominant,67,POINT (-122.705777 47.602471)
11468,Kitsap,15.0,Kitsap,L46027-1,07/02/2008,Sphaerocystis sp.,Present,67,POINT (-122.705777 47.602471)
11469,Kitsap,15.0,Kitsap,L46027-1,07/02/2008,Woronichinia sp.,Present,67,POINT (-122.705777 47.602471)
11470,Kitsap,15.0,Kitsap,L45979-1,06/25/2008,Anabaena: trichome irregularly twisted,Subdominant,67,POINT (-122.705777 47.602471)
11471,Kitsap,15.0,Kitsap,L45979-1,06/25/2008,Ankistrodesmus sp.,Present,67,POINT (-122.705777 47.602471)
11472,Kitsap,15.0,Kitsap,L45979-1,06/25/2008,Aphanizomenon sp.,Present,67,POINT (-122.705777 47.602471)
11473,Kitsap,15.0,Kitsap,L45979-1,06/25/2008,Asterionella,Present,67,POINT (-122.705777 47.602471)
11474,Kitsap,15.0,Kitsap,L45979-1,06/25/2008,Aulacoseira sp.,Present,67,POINT (-122.705777 47.602471)
11475,Kitsap,15.0,Kitsap,L45979-1,06/25/2008,Botryococcus sp.,Present,67,POINT (-122.705777 47.602471)
11476,Kitsap,15.0,Kitsap,L45979-1,06/25/2008,Cryptomonas sp.,Present,67,POINT (-122.705777 47.602471)
11477,Kitsap,15.0,Kitsap,L45979-1,06/25/2008,Cyclotella sp.,Present,67,POINT (-122.705777 47.602471)
11478,Kitsap,15.0,Kitsap,L45979-1,06/25/2008,Cymbella sp.,Present,67,POINT (-122.705777 47.602471)
11479,Kitsap,15.0,Kitsap,L45979-1,06/25/2008,Dinobryon sp.,Present,67,POINT (-122.705777 47.602471)
11480,Kitsap,15.0,Kitsap,L45979-1,06/25/2008,Gloeotrichia sp.,Dominant,67,POINT (-122.705777 47.602471)
11481,Kitsap,15.0,Kitsap,L45979-1,06/25/2008,Sphaerocystis sp.,Present,67,POINT (-122.705777 47.602471)
11482,Kitsap,15.0,Kitsap,L45979-1,06/25/2008,Synedra sp.,Present,67,POINT (-122.705777 47.602471)
11483,Kitsap,15.0,Kitsap,L45979-1,06/25/2008,Woronichinia sp.,Present,67,POINT (-122.705777 47.602471)
11484,Kitsap,15.0,Kitsap,L44595-1,11/14/2007,Anabaena sp.,Present,67,POINT (-122.705777 47.602471)
11485,Kitsap,15.0,Kitsap,L44595-1,11/14/2007,Anacystis sp.,Present,67,POINT (-122.705777 47.602471)
11486,Kitsap,15.0,Kitsap,L44595-1,11/14/2007,Aphanizomenon sp.,Subdominant,67,POINT (-122.705777 47.602471)
11487,Kitsap,15.0,Kitsap,L44595-1,11/14/2007,Coelosphaerium sp.,Dominant,67,POINT (-122.705777 47.602471)
11488,Kitsap,15.0,Kitsap,L44595-1,11/14/2007,Fragilaria sp.,Present,67,POINT (-122.705777 47.602471)
11489,Kitsap,15.0,Kitsap,L44595-1,11/14/2007,Melosira sp.,Present,67,POINT (-122.705777 47.602471)
11490,Kitsap,15.0,Kitsap,L44595-1,11/14/2007,Trachelomonas sp.,Present,67,POINT (-122.705777 47.602471)
11491,Kitsap,15.0,Kitsap,L44595-1,11/14/2007,Unicellular Green 4-7 microns,Present,67,POINT (-122.705777 47.602471)
11492,Kitsap,15.0,Kitsap Creek,L46797-1,10/16/2008,Anabaena: trichome irregularly twisted,Subdominant,146,POINT (-122.711671 47.57906)
11493,Kitsap,15.0,Kitsap Creek,L46797-1,10/16/2008,Anabaena: trichome regularly coiled,Present,146,POINT (-122.711671 47.57906)
11494,Kitsap,15.0,Kitsap Creek,L46797-1,10/16/2008,Aphanizomenon sp.,Dominant,146,POINT (-122.711671 47.57906)
11495,Kitsap,15.0,Kitsap Creek,L46797-1,10/16/2008,Aulacoseira sp.,Present,146,POINT (-122.711671 47.57906)
11496,Kitsap,15.0,Kitsap Creek,L46797-1,10/16/2008,Botryococcus sp.,Present,146,POINT (-122.711671 47.57906)
11497,Kitsap,15.0,Kitsap Creek,L46797-1,10/16/2008,Cryptomonas sp.,Present,146,POINT (-122.711671 47.57906)
11498,Kitsap,15.0,Kitsap Creek,L46797-1,10/16/2008,Dinobryon sp.,Present,146,POINT (-122.711671 47.57906)
11499,Kitsap,15.0,Kitsap Creek,L46797-1,10/16/2008,Oocystis sp.,Present,146,POINT (-122.711671 47.57906)
11500,Kitsap,15.0,Kitsap Creek,L46797-1,10/16/2008,Pandorina sp.,Present,146,POINT (-122.711671 47.57906)
11501,Kitsap,15.0,Kitsap Creek,L46797-1,10/16/2008,Pediastrum sp.,Present,146,POINT (-122.711671 47.57906)
11502,Kitsap,15.0,Kitsap Creek,L46797-1,10/16/2008,Synedra sp.,Present,146,POINT (-122.711671 47.57906)
11503,Kitsap,15.0,Kitsap Creek,L46797-1,10/16/2008,Trachelomonas sp.,Present,146,POINT (-122.711671 47.57906)
11504,Kitsap,15.0,Kitsap Creek,L46797-1,10/16/2008,Unidentified Diatom,Present,146,POINT (-122.711671 47.57906)
11505,Kitsap,15.0,Pebble,L58072-1,06/04/2013,Cosmarium sp.,Present,220,POINT (-122.552666 47.74077)
11506,Kitsap,15.0,Pebble,L58072-1,06/04/2013,Nitzschia sp.,Dominant,220,POINT (-122.552666 47.74077)
11507,Kitsap,15.0,Pebble,L58072-1,06/04/2013,Oscillatoria sp.,Subdominant,220,POINT (-122.552666 47.74077)
11508,Kitsap,15.0,Pebble,L58072-1,06/04/2013,Scenedesmus sp.,Present,220,POINT (-122.552666 47.74077)
11509,Kittitas,39.0,Fiorito,L61115-1,09/03/2014,Aphanizomenon sp.,Dominant,101,POINT (-120.504759 46.940226)
11510,Kittitas,39.0,Fiorito,L61115-1,09/03/2014,Ceratium sp.,Present,101,POINT (-120.504759 46.940226)
11511,Kittitas,39.0,Fiorito,L61115-1,09/03/2014,Cryptomonas sp.,Subdominant,101,POINT (-120.504759 46.940226)
11512,Kittitas,39.0,Fiorito,L61115-1,09/03/2014,Cymbella sp.,Present,101,POINT (-120.504759 46.940226)
11513,Kittitas,40.0,Quilomene Cove,L56509-1,09/13/2012,Asterionella,Present,230,POINT (-120.027206 47.11279099999999)
11514,Kittitas,40.0,Quilomene Cove,L56509-1,09/13/2012,Aulacoseira sp.,Present,230,POINT (-120.027206 47.11279099999999)
11515,Kittitas,40.0,Quilomene Cove,L56509-1,09/13/2012,Cryptomonas sp.,Present,230,POINT (-120.027206 47.11279099999999)
11516,Kittitas,40.0,Quilomene Cove,L56509-1,09/13/2012,Cymbella sp.,Present,230,POINT (-120.027206 47.11279099999999)
11517,Kittitas,40.0,Quilomene Cove,L56509-1,09/13/2012,Fragilaria sp.,Subdominant,230,POINT (-120.027206 47.11279099999999)
11518,Kittitas,40.0,Quilomene Cove,L56509-1,09/13/2012,Pediastrum sp.,Present,230,POINT (-120.027206 47.11279099999999)
11519,Kittitas,40.0,Quilomene Cove,L56509-1,09/13/2012,Synedra sp.,Dominant,230,POINT (-120.027206 47.11279099999999)
11520,Kittitas,40.0,Quilomene Cove,L56509-1,09/13/2012,Tabellaria sp.,Present,230,POINT (-120.027206 47.11279099999999)
11521,Klickitat,29.0,Rowland,L58170-1,06/18/2013,Anabaena: trichome irregularly twisted,Subdominant,236,POINT (-121.381188 45.70848400000001)
11522,Klickitat,29.0,Rowland,L58170-1,06/18/2013,Anabaena: trichome regularly coiled,Present,236,POINT (-121.381188 45.70848400000001)
11523,Klickitat,29.0,Rowland,L58170-1,06/18/2013,Aphanizomenon sp.,Dominant,236,POINT (-121.381188 45.70848400000001)
