County,Site,LabSampleNum,WRIANumber,CollectDate,Parameter,Toxin Concentration (µg/L),MDL (µg/L),ExceedInd,ScumInd
King,Enatai Beach,L65870-23,8,08/08/2016,Microcystin,<MDL,0.200,No,No
King,Enatai Beach,L65832-23,8,08/01/2016,Anatoxin-a,<MDL,0.010,No,No
King,Enatai Beach,L65832-23,8,08/01/2016,Microcystin,<MDL,0.200,No,No
King,Enatai Beach,L65753-23,8,07/25/2016,Anatoxin-a,<MDL,0.010,No,No
King,Enatai Beach,L65753-23,8,07/25/2016,Microcystin,<MDL,0.200,No,No
King,Enatai Beach,L65710-23,8,07/18/2016,Anatoxin-a,0.073,0.010,No,No
King,Enatai Beach,L65710-23,8,07/18/2016,Microcystin,<MDL,0.200,No,No
King,Enatai Beach,L65680-23,8,07/11/2016,Microcystin,<MDL,0.200,No,No
King,Enatai Beach,L65646-23,8,07/05/2016,Anatoxin-a,0.025,0.010,No,No
King,Enatai Beach,L65646-23,8,07/05/2016,Microcystin,<MDL,0.200,No,No
King,Enatai Beach,L65601-23,8,06/27/2016,Microcystin,<MDL,0.200,No,No
King,Enatai Beach,L65568-23,8,06/20/2016,Microcystin,<MDL,0.200,No,No
King,Enatai Beach,L65530-23,8,06/13/2016,Microcystin,<MDL,0.200,No,No
King,Enatai Beach,L65481-23,8,06/06/2016,Microcystin,<MDL,0.200,No,No
King,Enatai Beach,L64021-19,8,10/26/2015,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L63927-19,8,10/19/2015,Anatoxin-a,0.042,0.010,No,No
King,Enatai Beach,L63927-19,8,10/19/2015,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L63846-19,8,10/12/2015,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L63818-19,8,10/05/2015,Anatoxin-a,0.015,0.010,No,No
King,Enatai Beach,L63818-19,8,10/05/2015,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L63801-19,8,09/28/2015,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L63745-19,8,09/21/2015,Anatoxin-a,<MDL,0.010,No,No
King,Enatai Beach,L63745-19,8,09/21/2015,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L63662-23,8,09/14/2015,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L63599-23,8,09/08/2015,Anatoxin-a,<MDL,0.010,No,No
King,Enatai Beach,L63599-23,8,09/08/2015,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L63513-23,8,08/31/2015,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L63493-23,8,08/24/2015,Anatoxin-a,<MDL,0.010,No,No
King,Enatai Beach,L63493-23,8,08/24/2015,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L63433-23,8,08/17/2015,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L63264-23,8,08/10/2015,Anatoxin-a,<MDL,0.010,No,No
King,Enatai Beach,L63264-23,8,08/10/2015,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L63259-23,8,08/03/2015,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L63179-23,8,07/27/2015,Anatoxin-a,<MDL,0.010,No,No
King,Enatai Beach,L63179-23,8,07/27/2015,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L63178-23,8,07/20/2015,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L63119-23,8,07/13/2015,Anatoxin-a,<MDL,0.010,No,No
King,Enatai Beach,L63119-23,8,07/13/2015,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L63115-23,8,07/06/2015,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L63063-23,8,06/29/2015,Anatoxin-a,<MDL,0.010,No,No
King,Enatai Beach,L63063-23,8,06/29/2015,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L63008-23,8,06/22/2015,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L62981-23,8,06/15/2015,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L62938-23,8,06/08/2015,Microcystin,0.163,0.160,No,No
King,Enatai Beach,L62857-23,8,06/01/2015,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L61451-19,8,10/27/2014,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L61449-19,8,10/20/2014,Anatoxin-a,0.029,0.010,No,No
King,Enatai Beach,L61449-19,8,10/20/2014,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L61278-19,8,10/13/2014,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L61226-19,8,10/06/2014,Anatoxin-a,0.033,0.010,No,No
King,Enatai Beach,L61226-19,8,10/06/2014,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L61225-19,8,09/29/2014,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L61224-19,8,09/22/2014,Anatoxin-a,<MDL,0.010,No,No
King,Enatai Beach,L61224-19,8,09/22/2014,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L61053-23,8,09/15/2014,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L61052-23,8,09/08/2014,Anatoxin-a,<MDL,0.010,No,No
King,Enatai Beach,L61052-23,8,09/08/2014,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L60939-23,8,09/02/2014,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L60865-23,8,08/25/2014,Anatoxin-a,<MDL,0.010,No,No
King,Enatai Beach,L60865-23,8,08/25/2014,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L60765-23,8,08/18/2014,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L60729-23,8,08/11/2014,Anatoxin-a,<MDL,0.010,No,No
King,Enatai Beach,L60729-23,8,08/11/2014,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L60667-23,8,08/04/2014,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L60634-23,8,07/28/2014,Anatoxin-a,<MDL,0.010,No,No
King,Enatai Beach,L60634-23,8,07/28/2014,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L60633-23,8,07/21/2014,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L60567-23,8,07/14/2014,Anatoxin-a,<MDL,0.010,No,No
King,Enatai Beach,L60567-23,8,07/14/2014,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L60493-23,8,07/07/2014,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L60437-23,8,06/30/2014,Anatoxin-a,<MDL,0.010,No,No
King,Enatai Beach,L60437-23,8,06/30/2014,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L60428-23,8,06/23/2014,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L60426-23,8,06/16/2014,Anatoxin-a,<MDL,0.010,No,No
King,Enatai Beach,L60426-23,8,06/16/2014,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L60410-23,8,06/09/2014,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L60362-23,8,06/02/2014,Anatoxin-a,<MDL,0.010,No,No
King,Enatai Beach,L60362-23,8,06/02/2014,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L58823-19,8,10/28/2013,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L58822-19,8,10/21/2013,Anatoxin-a,0.012,0.010,No,No
King,Enatai Beach,L58822-19,8,10/21/2013,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L58821-19,8,10/14/2013,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L58820-19,8,10/07/2013,Anatoxin-a,0.010,0.010,No,No
King,Enatai Beach,L58820-19,8,10/07/2013,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L58696-19,8,09/30/2013,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L58695-19,8,09/23/2013,Anatoxin-a,<MDL,0.010,No,No
King,Enatai Beach,L58695-19,8,09/23/2013,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L58556-23,8,09/16/2013,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L58555-23,8,09/09/2013,Anatoxin-a,<MDL,0.010,No,No
King,Enatai Beach,L58555-23,8,09/09/2013,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L58424-23,8,09/03/2013,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L58423-23,8,08/26/2013,Anatoxin-a,<MDL,0.010,No,No
King,Enatai Beach,L58423-23,8,08/26/2013,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L58354-23,8,08/19/2013,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L58288-23,8,08/12/2013,Anatoxin-a,<MDL,0.010,No,No
King,Enatai Beach,L58288-23,8,08/12/2013,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L58287-23,8,08/05/2013,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L58286-23,8,07/29/2013,Anatoxin-a,<MDL,0.010,No,No
King,Enatai Beach,L58286-23,8,07/29/2013,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L58256-23,8,07/22/2013,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L58165-23,8,07/15/2013,Anatoxin-a,<MDL,0.010,No,No
King,Enatai Beach,L58165-23,8,07/15/2013,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L58099-23,8,07/08/2013,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L58097-23,8,07/01/2013,Anatoxin-a,<MDL,0.010,No,No
King,Enatai Beach,L58097-23,8,07/01/2013,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L58064-23,8,06/24/2013,Microcystin,<MDL,0.160,No,No
King,Enatai Beach,L58025-23,8,06/17/2013,Anatoxin-a,<MDL,0.010,No,No
King,Enatai Beach,L58025-23,8,06/17/2013,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L58024-23,8,06/10/2013,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L57933-23,8,06/03/2013,Anatoxin-a,<MDL,0.010,No,No
King,Enatai Beach,L57933-23,8,06/03/2013,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L57932-23,8,05/28/2013,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L56603-19,8,10/22/2012,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L56601-19,8,10/15/2012,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L56600-19,8,10/08/2012,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L56414-23,8,10/01/2012,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L56371-23,8,09/17/2012,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L56370-23,8,09/10/2012,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L56369-23,8,09/04/2012,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L56224-23,8,08/27/2012,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L56223-23,8,08/20/2012,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L56154-23,8,08/13/2012,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L56123-23,8,08/06/2012,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L55974-23,8,07/30/2012,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L55973-23,8,07/23/2012,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L55952-23,8,07/16/2012,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L55910-23,8,07/09/2012,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L55909-23,8,07/02/2012,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L55908-23,8,06/25/2012,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L55857-23,8,06/18/2012,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L55782-23,8,06/11/2012,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L55777-23,8,06/04/2012,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L55732-23,8,05/29/2012,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L55697-23,8,05/21/2012,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L55696-23,8,05/14/2012,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L54376-19,8,10/24/2011,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L54373-19,8,10/17/2011,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L54221-19,8,10/10/2011,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L54311-19,8,10/03/2011,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L54217-19,8,09/26/2011,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L54098-23,8,09/19/2011,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L54097-23,8,09/12/2011,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L53911-23,8,09/06/2011,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L53910-23,8,08/29/2011,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L53906-23,8,08/22/2011,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L53782-22,8,08/15/2011,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L53780-22,8,08/08/2011,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L53562-22,8,08/01/2011,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L53561-22,8,07/25/2011,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L53522-22,8,07/18/2011,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L53520-22,8,07/11/2011,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L53470-22,8,07/05/2011,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L53432-22,8,06/27/2011,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L53424-22,8,06/20/2011,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L53324-22,8,06/13/2011,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L53320-22,8,06/06/2011,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L53319-22,8,05/31/2011,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L53248-22,8,05/23/2011,Microcystin,<MDL,0.050,No,No
King,Enatai Beach,L53241-23,8,05/16/2011,Microcystin,<MDL,0.050,No,No
King,Lake Fenwick,L68838-1,9,10/16/2017,Anatoxin-a,<MDL,0.010,No,No
King,Lake Fenwick,L68838-1,9,10/16/2017,Microcystin,3.520,0.150,No,No
King,Fire Train Pond,L66167-1,7,09/13/2016,Anatoxin-a,<MDL,0.010,No,No
King,Fire Train Pond,L66167-2,7,09/13/2016,Anatoxin-a,<MDL,0.010,No,No
King,Fire Train Pond,L66167-3,7,09/13/2016,Anatoxin-a,<MDL,0.010,No,No
King,Fire Train Pond,L66167-3,7,09/13/2016,Microcystin,<MDL,0.200,No,No
King,Fire Train Pond,L66167-2,7,09/13/2016,Microcystin,<MDL,0.200,No,No
King,Fire Train Pond,L66167-1,7,09/13/2016,Microcystin,<MDL,0.200,No,No
King,Fire Train Pond,L66167-1,7,09/13/2016,Saxitoxin,<MDL,0.020,No,No
King,Fire Train Pond,L66167-2,7,09/13/2016,Saxitoxin,<MDL,0.020,No,No
King,Fire Train Pond,L66167-3,7,09/13/2016,Saxitoxin,<MDL,0.020,No,No
King,French Lake,L46601-1,10,10/09/2008,Microcystin,<MDL,0.050,No,No
King,Lake Geneva,L66261-3,10,09/25/2016,Anatoxin-a,<MDL,0.010,No,No
King,Lake Geneva,L66261-3,10,09/25/2016,Microcystin,<MDL,0.160,No,No
King,Lake Geneva,L66103-2,10,09/06/2016,Anatoxin-a,<MDL,0.010,No,No
King,Lake Geneva,L66103-2,10,09/06/2016,Microcystin,<MDL,0.200,No,No
King,Green Lake ,L68959-7,8,10/30/2017,Microcystin,1.200,0.150,No,No
King,Green Lake ,L68898-2,8,10/24/2017,Anatoxin-a,<MDL,0.010,No,No
King,Green Lake ,L68898-2,8,10/24/2017,Microcystin,5.500,0.150,No,No
King,Green Lake ,L68683-1,8,09/24/2017,Anatoxin-a,<MDL,0.010,No,No
King,Green Lake ,L68683-1,8,09/24/2017,Microcystin,0.177,0.150,No,No
King,Green Lake ,L66481-1,8,10/24/2016,Microcystin,5.000,0.200,No,No
King,Green Lake ,L66446-1,8,10/19/2016,Anatoxin-a,<MDL,0.010,No,No
King,Green Lake ,L66446-1,8,10/19/2016,Microcystin,<MDL,0.200,No,No
King,Green Lake ,L65057-5,8,08/30/2016,Microcystin,0.300,0.160,No,No
King,Green Lake ,L64098-1,8,11/02/2015,Microcystin,4.320,0.160,No,No
King,Green Lake ,L63932-2,8,10/07/2015,Microcystin,<MDL,0.160,No,Yes
King,Green Lake ,L63878-10,8,09/29/2015,Microcystin,0.679,0.160,No,Yes
King,Green Lake ,L63763-12,8,09/14/2015,Microcystin,0.234,0.160,No,No
King,Green Lake ,L63720-3,8,09/08/2015,Anatoxin-a,<MDL,0.010,No,Yes
King,Green Lake ,L63720-3,8,09/08/2015,Microcystin,0.316,0.160,No,Yes
King,Green Lake ,L63706-5,8,09/03/2015,Microcystin,2.250,0.160,No,Yes
King,Green Lake ,L63554-1,8,08/19/2015,Anatoxin-a,<MDL,0.010,No,No
King,Green Lake ,L63554-1,8,08/19/2015,Microcystin,1.240,0.160,No,No
King,Green Lake ,L62986-1,8,06/09/2015,Microcystin,<MDL,0.160,No,Yes
King,Green Lake ,L62888-1,8,05/29/2015,Anatoxin-a,<MDL,0.010,No,Yes
King,Green Lake ,L62888-2,8,05/29/2015,Anatoxin-a,<MDL,0.010,No,Yes
King,Green Lake ,L62888-2,8,05/29/2015,Microcystin,3.130,0.160,No,Yes
King,Green Lake ,L62888-1,8,05/29/2015,Microcystin,55.400,0.160,Yes,Yes
King,Green Lake ,L61903-1,8,01/05/2015,Microcystin,<MDL,0.160,No,Yes
King,Green Lake ,L61839-1,8,12/17/2014,Microcystin,<MDL,0.160,No,No
King,Green Lake ,L61839-2,8,12/17/2014,Microcystin,<MDL,0.160,No,No
King,Green Lake ,L61810-1,8,12/09/2014,Microcystin,0.192,0.160,No,No
King,Green Lake ,L61810-2,8,12/09/2014,Microcystin,20.200,0.160,Yes,No
King,Green Lake ,L61765-1,8,12/02/2014,Microcystin,0.412,0.160,No,No
King,Green Lake ,L61765-2,8,12/02/2014,Microcystin,83.400,0.160,Yes,No
King,Green Lake ,L61701-1,8,11/19/2014,Microcystin,0.198,0.160,No,No
King,Green Lake ,L61701-2,8,11/19/2014,Microcystin,21.000,0.160,Yes,No
King,Green Lake ,L61701-3,8,11/19/2014,Microcystin,0.163,0.160,No,No
King,Green Lake ,L61656-1,8,11/12/2014,Microcystin,13500.000,0.160,Yes,No
King,Green Lake ,L61656-2,8,11/12/2014,Microcystin,0.533,0.160,No,No
King,Green Lake ,L61629-1,8,11/05/2014,Microcystin,0.926,0.160,No,No
King,Green Lake ,L61629-2,8,11/05/2014,Microcystin,199.000,0.160,Yes,No
King,Green Lake ,L61629-3,8,11/05/2014,Microcystin,1160.000,0.160,Yes,No
King,Green Lake ,L61572-1,8,10/29/2014,Microcystin,6290.000,0.160,Yes,No
King,Green Lake ,L61572-2,8,10/29/2014,Microcystin,331.000,0.160,Yes,No
King,Green Lake ,L61572-3,8,10/29/2014,Microcystin,0.587,0.160,No,No
King,Green Lake ,L61503-1,8,10/22/2014,Microcystin,6298.000,0.160,Yes,No
King,Green Lake ,L61503-2,8,10/22/2014,Microcystin,0.630,0.160,No,No
King,Green Lake ,L61441-1,8,10/14/2014,microcystin,28.000,0.160,Yes,No
King,Green Lake ,L61441-2,8,10/14/2014,microcystin,6112.000,0.160,Yes,No
King,Green Lake ,L61395-1,8,10/08/2014,microcystin,1218.000,0.160,Yes,No
King,Green Lake ,L61395-2,8,10/08/2014,microcystin,277.000,0.160,Yes,No
King,Green Lake ,L621289-1,8,10/01/2014,Microcystin,13.900,0.160,Yes,No
King,Green Lake ,L61289-2,8,10/01/2014,Microcystin,664.000,0.160,Yes,No
King,Green Lake ,L61289-3,8,10/01/2014,Microcystin,4.300,0.160,No,No
King,Green Lake ,L61262-1,8,09/23/2014,Microcystin,219.000,0.160,Yes,No
King,Green Lake ,L61262-2,8,09/23/2014,Microcystin,192.000,0.160,Yes,No
King,Green Lake ,L61262-3,8,09/23/2014,Microcystin,210.000,0.160,Yes,No
King,Green Lake ,L61218-1,8,09/16/2014,microcystin,179.000,0.160,Yes,No
King,Green Lake ,L61218-2,8,09/16/2014,microcystin,1689.000,0.160,Yes,No
King,Green Lake ,L61218-3,8,09/16/2014,microcystin,502.000,0.160,Yes,No
King,Green Lake ,L61179-1,8,09/12/2014,microcystin,10513.000,0.160,Yes,No
King,Green Lake ,L61179-2,8,09/12/2014,microcystin,5.500,0.160,No,No
King,Green Lake ,L61179-3,8,09/12/2014,microcystin,1.400,0.160,No,No
King,Green Lake ,L61179-4,8,09/12/2014,microcystin,13753.000,0.160,Yes,No
King,Green Lake ,L61173-1,8,09/11/2014,microcystin,25000.000,0.160,Yes,No
King,Green Lake ,L61173-2,8,09/11/2014,microcystin,207.000,0.160,Yes,No
King,Green Lake ,L61173-3,8,09/11/2014,microcystin,6.700,0.160,Yes,No
King,Green Lake ,L61173-4,8,09/11/2014,microcystin,1.000,0.160,No,No
King,Green Lake ,L61152-5,8,09/09/2014,Anatoxin-a,<MDL,0.010,No,Yes
King,Green Lake ,L61152-5,8,09/09/2014,microcystin,23.200,0.160,Yes,Yes
King,Green Lake ,L61152-6,8,09/09/2014,Microcystin,1.120,0.160,No,Yes
King,Green Lake ,L61152-3,8,09/09/2014,microcystin,23800.000,0.160,Yes,Yes
King,Green Lake ,L61152-4,8,09/09/2014,Microcystin,0.980,0.160,No,Yes
King,Green Lake ,L61089-1,8,09/03/2014,microcystin,250.000,0.160,Yes,No
King,Green Lake ,L61089-2,8,09/03/2014,microcystin,1.460,0.160,No,No
King,Green Lake ,L61050-2,8,08/26/2014,Anatoxin-a,<MDL,0.010,No,Yes
King,Green Lake ,L61050-1,8,08/26/2014,Anatoxin-a,<MDL,0.010,No,Yes
King,Green Lake ,L61050-1,8,08/26/2014,Microcystin,38.800,0.160,Yes,Yes
King,Green Lake ,L61050-2,8,08/26/2014,Microcystin,0.695,0.160,No,Yes
King,Green Lake ,L61017-1,8,08/21/2014,Anatoxin-a,<MDL,0.010,No,Yes
King,Green Lake ,L61017-1,8,08/21/2014,Microcystin,79.200,0.160,Yes,Yes
King,Green Lake ,L59305-1,8,12/03/2013,Microcystin,3.870,0.160,No,No
King,Green Lake ,L59266-1,8,11/25/2013,Microcystin,6.430,0.160,Yes,No
King,Green Lake ,L59251-2,8,11/19/2013,Microcystin,2.530,0.160,No,No
King,Green Lake ,L59196-3,8,11/12/2013,microcystin,73.800,0.160,Yes,No
King,Green Lake ,L59154-3,8,11/05/2013,Microcystin,2.550,0.160,No,No
King,Green Lake ,L59154-4,8,11/05/2013,Microcystin,<MDL,0.160,No,No
King,Green Lake ,L59073-3,8,10/29/2013,Microcystin,3.440,0.160,No,Yes
King,Green Lake ,L59073-4,8,10/29/2013,Microcystin,<MDL,0.160,No,No
King,Green Lake ,L59022-3,8,10/22/2013,Anatoxin-a,<MDL,0.010,No,Yes
King,Green Lake ,L59022-1,8,10/22/2013,Anatoxin-a,<MDL,0.010,No,Yes
King,Green Lake ,L59022-1,8,10/22/2013,Microcystin,<MDL,0.160,No,Yes
King,Green Lake ,L59022-3,8,10/22/2013,Microcystin,4.030,0.160,No,Yes
King,Green Lake ,L58984-1,8,10/15/2013,microcystin,613.000,0.160,Yes,Yes
King,Green Lake ,L58908-1,8,10/07/2013,Anatoxin-a,<MDL,0.010,No,Yes
King,Green Lake ,L58908-2,8,10/07/2013,Anatoxin-a,<MDL,0.010,No,Yes
King,Green Lake ,L58908-2,8,10/07/2013,Microcystin,78.100,0.160,Yes,Yes
King,Green Lake ,L58908-1,8,10/07/2013,Microcystin,14.200,0.160,Yes,Yes
King,Green Lake ,L58850-1,8,10/01/2013,Anatoxin-a,<MDL,0.010,No,Yes
King,Green Lake ,L58850-1,8,10/01/2013,Microcystin,0.500,0.160,No,Yes
King,Green Lake ,L58850-2,8,10/01/2013,Microcystin,0.235,0.160,No,Yes
King,Green Lake ,L58816-1,8,09/24/2013,Anatoxin-a,<MDL,0.010,No,Yes
King,Green Lake ,L58816-2,8,09/24/2013,Anatoxin-a,<MDL,0.010,No,Yes
King,Green Lake ,L58816-2,8,09/24/2013,Microcystin,0.230,0.160,No,Yes
King,Green Lake ,L58816-1,8,09/24/2013,Microcystin,331.000,0.160,Yes,Yes
King,Green Lake ,L58784-1,8,09/18/2013,Microcystin,21.400,0.160,Yes,Yes
King,Green Lake ,L58784-2,8,09/18/2013,Microcystin,23.500,0.160,Yes,Yes
King,Green Lake ,L58784-3,8,09/18/2013,Microcystin,0.919,0.160,No,Yes
King,Green Lake ,L58715-1,8,09/10/2013,Microcystin,295.000,0.160,Yes,Yes
King,Green Lake ,L58715-2,8,09/10/2013,Microcystin,<MDL,0.160,No,Yes
King,Green Lake ,L58659-1,8,09/04/2013,Anatoxin-a,<MDL,0.010,No,Yes
King,Green Lake ,L58659-2,8,09/04/2013,Anatoxin-a,<MDL,0.010,No,Yes
King,Green Lake ,L58659-2,8,09/04/2013,Microcystin,19.400,0.160,Yes,Yes
King,Green Lake ,L58659-1,8,09/04/2013,Microcystin,21.500,0.160,Yes,Yes
King,Green Lake ,L58583-1,8,08/26/2013,Anatoxin-a,<MDL,0.010,No,Yes
King,Green Lake ,L58583-1,8,08/26/2013,Microcystin,21.300,0.160,Yes,Yes
King,Green Lake ,L57577-1,8,03/18/2013,Microcystin,<MDL,0.050,No,Yes
King,Green Lake ,L57512-1,8,03/04/2013,Anatoxin-a,<MDL,0.019,No,Yes
King,Green Lake ,L57512-1,8,03/04/2013,Microcystin,<MDL,0.050,No,Yes
King,Green Lake ,L57478-1,8,02/27/2013,Anatoxin-a,<MDL,0.019,No,Yes
King,Green Lake ,L57478-1,8,02/27/2013,Microcystin,7.100,0.050,Yes,Yes
King,Green Lake ,L57032-1,8,11/26/2012,Microcystin,<MDL,0.050,No,Yes
King,Green Lake ,L57032-2,8,11/26/2012,Microcystin,<MDL,0.050,No,Yes
King,Green Lake ,L57013-1,8,11/20/2012,Microcystin,0.050,0.050,No,Yes
King,Green Lake ,L57013-2,8,11/20/2012,Microcystin,<MDL,0.050,No,Yes
King,Green Lake ,L56978-1,8,11/13/2012,Microcystin,<MDL,0.050,No,Yes
King,Green Lake ,L56978-2,8,11/13/2012,Microcystin,<MDL,0.050,No,Yes
King,Green Lake ,L56930-2,8,11/05/2012,Microcystin,73.100,0.050,Yes,No
King,Green Lake ,L56930-1,8,11/05/2012,Microcystin,0.080,0.050,No,No
King,Green Lake ,L56838-1,8,10/24/2012,Anatoxin-a,<MDL,0.019,No,Yes
King,Green Lake ,L56838-1,8,10/24/2012,Microcystin,29.300,0.050,Yes,Yes
King,Green Lake ,L56816-1,8,10/23/2012,Microcystin,0.062,0.050,No,Yes
King,Green Lake ,L56767-1,8,10/16/2012,Microcystin,0.495,0.050,No,Yes
King,Green Lake ,L56767-2,8,10/16/2012,Microcystin,1.630,0.050,No,Yes
King,Green Lake ,L56767-3,8,10/16/2012,Microcystin,0.055,0.050,No,Yes
King,Green Lake ,L56715-1,8,10/09/2012,Anatoxin-a,<MDL,0.019,No,No
King,Green Lake ,L56715-1,8,10/09/2012,Microcystin,25.600,0.160,Yes,No
King,Green Lake ,L56715-2,8,10/09/2012,Microcystin,0.406,0.160,No,No
King,Green Lake ,L56715-3,8,10/09/2012,Microcystin,192.000,0.160,Yes,No
King,Green Lake ,L56715-4,8,10/09/2012,Microcystin,7.650,0.160,Yes,No
King,Green Lake ,L56656-4,8,10/02/2012,Anatoxin-a,<MDL,0.019,No,Yes
